termos de pesquisa orbit,,,,,,,,,,,,,,
Todo o período,,,,,,,,,,,,,,
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Campanha,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Tipo de campanha,Taxa de conv.,Conversões,Custo / conv.
como elaborar fluxograma de processos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
tarefy,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como montar uma estratégia de vendas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
como criar um plano,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
leven tecnologia,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
resolbia,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma de uma confeitaria,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer uma empresa crescer e ter sucesso,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot de uma loja de roupas,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestoo,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
small medium business,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
beefor,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de agendamento de visitas a clientes,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot modelo,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot exemplo,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sgdi gabinete online,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
accelera 360,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como aumentar o movimento de um restaurante,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
teste swot online grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
ia para criar fluxograma de processos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit crm,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,4,0%,BRL,0,0,Pesquisa,0%,0,0
goflow,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
veritas sistema,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
programas finalísticos e de gestão,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
commandix,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
mitra ia,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestor de jornada de compra,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de obras,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
lagomtech,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como vender bem,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como ter uma distribuidora de sucesso,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
marmoprice,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
criar estrategia de marketing,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,1,100%,BRL,"5,75","5,75",Pesquisa,0%,0,0
seu gestor app,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
fluxograma de uma empresa de cosméticos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma de uma empresa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
mapear processo,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
primesdr,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como administrar uma empresa do zero,Correspondência de frase (variação aproximada),Excluído,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"5,56","5,56",Pesquisa,0%,0,0
sistema vbs,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software concierge,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
opecsis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
assertiva sistema,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
berrytech,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plataforma cera,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
leavo,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
tecnicas de vendas loja fisica,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
automação de processos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organigrama societario,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
pilulas de gestão,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para esquadrias,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
cadeia de valor de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
accelera360,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gestão operacional,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
modulo ax manager,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
valora cc,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de barbearia grátis,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
planilha analise swot gratuita,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plaky,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de atendimento gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análiseswot,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
getbr,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
doss erp,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer analise swot pessoal,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot app,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
acompanhamento de produção,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
estrutura organizacional de um restaurante,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot pessoal,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
meu negocio,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot editavel,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
multicorban,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
dashboard,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,7,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de pdv completo,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de gestão para oticas,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise de swot como fazer,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plan project,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
meu negocio,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestao de espacos,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestao de pacotes,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
qontrol,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
pop empresas,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
squadbi,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de mapeamento de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
planejamento estratégico pessoal pronto,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
https suporte totvs com,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
prumo consultoria,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
fofa matriz,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como aplicar analise swot na empresa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,2,1,200%,BRL,"1,68","3,35",Pesquisa,0%,0,0
gerenciamento alpha,Correspondência ampla,Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software de gestao da qualidade,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
consultoria de processos organizacionais,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
candsys,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
csc gestão integrada,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise de swot,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,5,0%,BRL,0,0,Pesquisa,0%,0,0
jestor ou gestor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
flowup,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
value stream mapping,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
modelo de análise de swot editável,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
nexusgen,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,6,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de branding,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como criar uma rotina de trabalho na empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot editável grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para mei,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
app gerencial,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orquestração de jornadas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
leadtime,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer um planejamento estratégico de uma empresa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"1,72","1,72",Pesquisa,0%,0,0
i gestao,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
mapeamento de processo,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
field,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
business plan,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbi consultoria,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
estudo de viabilidade econômica modelo,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
timely,Correspondência ampla,Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
programa de excelência,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
saber gestao,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para despachante gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
dna de vendas,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
7w2h,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
grupo vilela gestão empresarial,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
scalefy,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
timely,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planejamento de vendas como fazer,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit erp,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,2,50%,BRL,"5,13","5,13",Pesquisa,0%,0,0
lemit dados,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
teamwork,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
situator,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
controle de custo,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como gerenciar uma loja,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
análise pestel,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema marmoraria,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
defina bi,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
como precificar meus produtos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
simulador de negócios gratuito,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
ferramenta para modelagem de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software planejamento estratégico,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,4,25%,BRL,"6,99","6,99",Pesquisa,0%,0,0
otimiza ai,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de rotinas administrativas,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
elegis gestão estratégica,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
mapeamento de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer um plano de negocio,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot pessoal,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
databox,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
squadbi,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
evoluto,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
bisplan,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
planejamento executivo,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
confi tarefas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,5,0%,BRL,0,0,Pesquisa,0%,0,0
como chamar mais clientes para sua loja,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de planejamento estratégico,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
melhorias de processos,Correspondência ampla,Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbitgestao,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,9,22,"40,91%",BRL,"4,93","44,33",Pesquisa,0%,0,0
sistema pdv frente de caixa gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
programa de inventário patrimonial grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
conselhos para empreendedores,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para empresa de onibus,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gerenciamento target pro,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
otimizey,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
escala eficiente,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
rainbow nexa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
como vender mais e melhor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
evo3,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma de empresa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
tone from the top,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
omie g click,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
visão de uma empresa exemplos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
v task,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
kanban,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,6,0%,BRL,0,0,Pesquisa,0%,0,0
